日期,業務,客戶,客戶反應,拜訪內容,建檔時間,PageID
"2026-09-03","Eason","嘉鑫牙技所","同意試用","例行關心。DENTBIRD DEMO
客戶是覺得還可以，但跟想像有點落差，有說要討論一下，有問題會再提出
有說若真的有興趣9/21，原廠會來台灣。有機會可以帶去技所
老闆有再問前牙鋯塊，有建議ZZ和BSM。老闆先各一塊用試用","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81f5-9e29-d59d188fa15e"
"2026-09-03","Eason","中原牙體技術所","","鈦盤試測。例行關心。測試過後，還是有點小誤差
NICK願意再給我們測試看看，回覆說車好會再拿去試","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81cb-90af-ef96b0eb2a35"
"2026-09-03","Eason","華藝牙技牙體技所","有興趣待確認","送貨。送帳單。例行關心
之前有問包埋砂，詢問後續，告知說技師還是先習慣現在用的
暫不更換","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-818c-91c4-f30de8df354f"
"2026-09-03","Duncan","沐德牙醫","","推asiga/detax/komax","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81ac-b7f6-d74014c61ed5"
"2026-09-03","Duncan","佶慶牙體","確認下單","送禮盒 手機保養教學 確認樹脂牙需訂貨數量與型號","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81e9-a3d1-f944440946f1"
"2026-09-03","Duncan","板橋蒔美","","送禮盒 關心cobra課程報名狀況","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81a6-b15e-d2dc1984eda8"
"2026-09-03","Duncan","仁宏牙醫","","推sorino/komax","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-8151-9e65-e3e6a69b45f0"
"2026-09-03","Duncan","喆品牙醫","","推asiga/sorino/komax","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-819d-ada4-c5d3cd9e45ba"
"2026-09-03","Duncan","牙谷牙體","","送上課case/帳單 推課程優惠 追蹤上禮拜上課feedback","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81e0-b3a3-f1b2248eb1e6"
"2026-09-03","Hank","慈濟新店院區","","處理給採購的資料 關心車機進度","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-819d-be6e-fff959e43663"
"2026-09-03","Hank","殷實科技","確認下單","追蹤列印機購買需求 Detax 及Titan 介紹 報價","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81e6-b2c7-e59e6597ae86"
"2026-09-03","Hank","立新牙體技術所","","送Yamahachi牙齒 300排送100排","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81d6-bba1-fd8dba847108"
"2026-09-03","Hank","頂尖牙體技術所","","送ZZ內染 上次還欠一罐 補送
推Lunar","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81ec-9425-e1a29bbd7af7"
"2026-09-03","Hank","永生牙體技術所","","送石膏 ZZ 染色筆","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-8163-b1b3-ced30c9a549d"
"2026-09-03","Gus","康升牙體技術所","","遞送帳單","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-8183-92c1-cce1b61e8fdb"
"2026-09-03","Gus","願景牙醫診所","確認下單","送課程列印品，關心課程優惠訂購意願","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-8173-94e3-c6349157888c"
"2026-09-03","Gus","宏恩牙體技術所","","送8月帳單、推rosetta","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-818a-b243-dc955ce9e9b0"
"2026-09-03","Gus","誠真牙醫診所","","prettau鋯塊合約簽訂","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81d4-b5c3-d5d6964a5b1b"
"2026-09-03","Gus","晶璽牙體技術所","","推課程","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-8193-8aed-f499adedb124"
"2026-09-03","Gus","新閱牙醫診所","","維修asiga面板","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81c8-b84f-ca511ff68579"
"2026-09-02","Hank","大樂牙體技術所","","送訂的Yamahachi牙齒 湊300排送100排 有部分缺貨 寒天也缺貨 之後再補送","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-814e-8eea-c87eeecc33b6"
"2026-09-02","Sam","鴻文","同意試用","介紹lunar，內染筆，推薦Rosetta。試用中，下次追蹤。Rosetta考慮一下。","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-8158-ab3b-ef93a70e7d66"
"2026-09-02","Sam","陳文在","","介紹金屬。訂包埋沙。","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-816f-8506-cccfb84b56f4"
"2026-09-02","Sam","牙藝","","送貨。","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81d4-a237-fc8bd37e8cfd"
"2026-09-02","Sam","宏祥","","送貨，收款。","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-818d-a082-cbdead7a197d"
"2026-09-02","Sam","德㙯","同意試用","介紹lunar。試用中。","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-819a-a84a-c0f1ac4c3c0f"
"2026-09-02","Amy","冠福牙體技術所","確認下單","遞送對帳單，推薦ASIGA整新機優惠方案，邀約老闆10/18數位活動義齒課程，老闆有興趣參加，持續追蹤
-協助客戶材料訂購
-前往郵局寄出鋯塊包裹
-Dentbird 問題回答（請教致廷後回覆）","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-8100-b589-d214a209caa2"
"2026-09-02","Amy","京田/森威牙體技術所","確認下單","遞送對帳單，關心近期研磨機使用狀況，已開始測試貝施美副廠車針，協助訂購Panther，提供LUNAR GLAZE試用","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-8199-b816-c563db69ba9f"
"2026-09-02","Amy","亞拓牙體技術所","","遞送對帳單，關心原廠鋯塊回購，介紹採購人員讓Ray認識","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-817b-b4cc-d994666d757e"
"2026-09-02","Amy","瑞克牙醫","確認下單","提供技師試用Panther樹酯拋光打亮組及更換K4集塵箱，確認訂購兩台K4N，另一台等候明年3月苗栗新診所開幕再送達","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-8178-987e-d8e026fbd1f4"
"2026-09-02","Amy","微笑林牙體技術所","確認下單","遞送對帳單，分享產業動態，協助訂購所需鋯塊，關心LUNAR外染劑使用狀況，回饋使用很上手","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-8176-b391-d776cb66e9ce"
"2026-09-02","Amy","宏達牙體技術所","","領取鋯塊，關心近期列印機採購想法和材料使用狀況，技師目前仍覺得技所使用的Phrozen還足夠應付Case，導板則維持用車削方式","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-8177-8bdc-c5f24caa76d3"
"2026-09-02","Amy","恆悦美學牙醫","","介紹Komax 系列產品，推廣Zirkonzahn 品牌，分享9/12比色課程資訊","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81e8-b82d-e0515e0f876b"
"2026-09-02","Amy","晶美牙醫","","介紹Sorino集塵系統，推廣Zirkonzahn 品牌，分享9/12比色課程資訊","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81a8-8f44-f0e61c7b7654"
"2026-09-02","Duncan","育生牙醫","","推課程 sorino/cobra","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-814f-b44c-cd00b23070dc"
"2026-09-02","Duncan","協力牙醫","","推課程 sorino/komax","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81aa-95dd-eb174c41cbc0"
"2026-09-02","Duncan","穩植牙體","","確認維修手機/lunar使用狀況 送試片給Peter更新cobra文獻資料","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-8107-9a2e-e0038462407a"
"2026-09-02","Duncan","嘉特牙體","","處理更換碳刷 確認鋯塊數量與車針使用狀況","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81eb-b1eb-c85ca00c0f7f"
"2026-09-02","Duncan","怡登大安","","推sorino/komax/asiga/detax","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-8116-b97d-f8d400b00d39"
"2026-09-02","Duncan","敦南麗緻","","推sorino/asiga/detax","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81d9-8ee3-cbd35f4dcd10"
"2026-09-02","Duncan","羅氏美學","同意試用","處理換貨事宜 確認lunar試用反饋","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-8192-bcd0-df4ea2d70484"
"2026-09-02","Hank","國鼎牙體技術所","","送Zirkonzahn glaze ICE 3罐
推Lunar","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-8126-959d-d1869029f6f2"
"2026-09-02","Hank","上亞牙體技術所","確認下單","送課程牙齒及模型 關心Lunar 樹脂染劑 購買","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81b1-9095-e2f517a0aa3f"
"2026-09-02","Hank","健新牙體技術所","確認下單","送掃描蠟 關心列印料訂貨","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81e1-8099-f9e0a9b78eb3"
"2026-09-02","Hank","金立牙體技術所","","遞送帳單 初次拜訪","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-8156-84d6-e30a5e33c582"
"2026-09-02","Hank","永生牙體技術所","","送石膏 ZZ內染筆","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81b3-85fe-ce4d96d365c1"
"2026-09-02","Hank","旭暉牙體技術所","","送牙齒  光照蠟","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81ff-8eca-e3997811a990"
"2026-09-02","Gus","岡山高竿牙醫","","送發票","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-8195-8592-c39d9e591ec8"
"2026-09-02","Gus","宏恩牙體技術所","","送帳單、推rosetta","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81a8-9fb8-eecc95b28bd2"
"2026-09-02","Gus","宏益牙體技術所","","m1收回、換機","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81f3-9577-d5d70ec89d68"
"2026-09-02","Gus","大心牙醫診所所","","送帳單","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81c1-a0cf-f4b849626ac2"
"2026-09-02","Gus","塏麗牙體技術所","","遞送黑豹","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81c9-a2a4-d97e5718d0db"
"2026-09-02","Eason","登鴻牙體技術所","","送貨.例行關心","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-8138-b496-f77b5892761e"
"2026-09-02","Eason","日升牙體技術所","","例行關心.推廣課程","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81ab-9cbd-e9de506fb873"
"2026-09-02","Eason","嘉鑫牙技所","","送貨.例行關心.DENTBIRD DEMO","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81e4-85bd-c0a4a0aee232"
"2026-09-02","Eason","鑫亞精密齒研所","","例行關心.推廣課程.關心列印機使用","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81d1-a5c0-df59c707c049"
"2026-09-02","Eason","中原牙體技術所","","鈦盤試測.例行關心","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81a6-a9a1-cb07e3cf7a3e"
"2026-09-02","Eason","華藝牙技牙體技所","","送貨.送帳單.例行關心","2026-09-09T04:28:00.000Z","3d6dcdaa-fb2a-81eb-b56b-d9d116ac7291"
"2026-09-01","Sam","晶創","","推lunar外染色。","2026-09-09T04:27:00.000Z","3d6dcdaa-fb2a-81a4-8c7b-edd5eed4e111"
"2026-09-01","Sam","雲啓","持觀望態度","推lunar外染色。考慮一下。","2026-09-09T04:27:00.000Z","3d6dcdaa-fb2a-81b0-9f59-d446fe54dd2c"
"2026-09-01","Sam","雅盛","同意試用","詢問lunar試用情況。尚未用，已催促。","2026-09-09T04:27:00.000Z","3d6dcdaa-fb2a-81cb-b15e-eb520db55473"
"2026-09-01","Sam","精品","","送貨。","2026-09-09T04:27:00.000Z","3d6dcdaa-fb2a-814c-9633-e87f6314d73d"
"2026-09-01","Sam","威登","","送貨。","2026-09-09T04:27:00.000Z","3d6dcdaa-fb2a-810a-ba79-d08c38329014"
"2026-09-01","Sam","育全","","送貨。","2026-09-09T04:27:00.000Z","3d6dcdaa-fb2a-817e-877a-cd613ec445b7"
"2026-09-01","Amy","星塵牙醫","","新開幕診所，遞送SORINO、公司產品DM，下週追蹤Demo意願","2026-09-09T04:27:00.000Z","3d6dcdaa-fb2a-814b-b290-f7a83bcdabe7"
"2026-09-01","Amy","璞之御牙體技術所","同意試用","遞送對帳單，介紹Rosetta玻璃陶瓷和LUNAR外染劑，提供GLAZE試用","2026-09-09T04:27:00.000Z","3d6dcdaa-fb2a-81f4-9375-e4a33583b217"
"2026-09-01","Amy","欣鴻牙醫","確認下單","遞送原廠鋯塊，關心LUNAR外染劑訂購，技師今日不在診所，擇日再拜訪關心","2026-09-09T04:27:00.000Z","3d6dcdaa-fb2a-81e8-b306-e931d6ac519f"
"2026-09-01","Amy","寶佳牙醫","同意試用","收款，遞送玻璃陶瓷，提供LUNAR Glaze 試用","2026-09-09T04:27:00.000Z","3d6dcdaa-fb2a-815b-b414-e889b0351bb1"
"2026-09-01","Amy","鈞宏牙體技術所","確認下單","帶Ray認識技師與老闆娘，說明技所平時訂購材料，介紹新型無刷馬達、咬合器","2026-09-09T04:27:00.000Z","3d6dcdaa-fb2a-81cb-8b7b-c34f17a04e65"
"2026-09-01","Duncan","詠心牙醫","","推sorino/k4/cobra","2026-09-09T04:27:00.000Z","3d6dcdaa-fb2a-81bc-be74-e6fb60a523af"
"2026-09-01","Duncan","板橋蒔美","","cobra demo","2026-09-09T04:27:00.000Z","3d6dcdaa-fb2a-8131-91a1-dc3f13f9a5d0"
"2026-09-01","Duncan","牙醫先生牙醫","","推sorino/komax/asiga/detax","2026-09-09T04:27:00.000Z","3d6dcdaa-fb2a-815f-a5dc-d893585c7f6c"
"2026-09-01","Gus","宸暘牙體技術所","","推課程","2026-09-09T04:27:00.000Z","3d6dcdaa-fb2a-814a-8a10-d348f094071d"
"2026-09-01","Eason","林口長庚","","送貨.例行關心","2026-09-09T04:27:00.000Z","3d6dcdaa-fb2a-81dd-8d42-c9089811bee7"
"2026-09-01","Eason","日沐勤美牙醫診所","","例行關心.比掃機教學處理","2026-09-09T04:27:00.000Z","3d6dcdaa-fb2a-815f-a5bf-d7dfa55eda4c"
"2026-09-01","Eason","登鴻牙體技術所","","送貨.例行關心.推廣課程","2026-09-09T04:27:00.000Z","3d6dcdaa-fb2a-81ea-909a-cc9b08416ef4"
"2026-09-01","Eason","新錡牙體技術所","同意試用","送貨.例行關心.Lunar試用","2026-09-09T04:27:00.000Z","3d6dcdaa-fb2a-810e-b958-dedd63f3eaea"
"2026-09-01","Eason","永新技工所","","送貨.例行關心.推銷牙齒","2026-09-09T04:27:00.000Z","3d6dcdaa-fb2a-8123-b83f-f21ccb4ed047"
"2026-09-01","Duncan","光玥牙醫","","推asiga/detax/cobra
cobra課程推廣 採購覺得有興趣","2026-09-01T12:42:00.000Z","3cedcdaa-fb2a-81ea-9cd1-e0afe10dc04c"
"2026-09-01","Duncan","日煦牙醫","","推asiga/detax
現役mega 8K跟nextdent 料的消耗蠻大 但都印model較多 沒有想換打算 但有新料可以報價","2026-09-01T12:42:00.000Z","3cedcdaa-fb2a-8139-9cf4-ea93c59f83d0"
"2026-09-01","Duncan","霖佳華苑牙醫","","推sorino/komax/cobra/asiga
導板/crown有送技所代列印 跟醫師告知可以提供檔案給公司試列印","2026-09-01T12:42:00.000Z","3cedcdaa-fb2a-8194-a405-f2a220fe74fd"
"2026-09-01","Duncan","康祐牙醫","","推sorino/komax
口掃機用medit 已經用了3年 知道dentbird但不會想使用","2026-09-01T12:42:00.000Z","3cedcdaa-fb2a-81d4-a701-d19d9d9c196b"
"2026-09-01","Duncan","詠心牙醫","","推sorino/k4/cobra
吸塵器下箱報價 原有的集塵罩想續用 sorino不考慮 覺得太小台","2026-09-01T12:42:00.000Z","3cedcdaa-fb2a-8178-997f-e3b2fc8f6bea"
"2026-09-01","Duncan","板橋蒔美","","cobra demo
demo完成後把機器先放在診所試用 技師反饋使用起來沒有問題 比色照相出來都很準
後續使用過後會確認需要數量 會跟asiga的方案一起談
cobra課程推廣 會跟金山/北大技師討論","2026-09-01T12:42:00.000Z","3cedcdaa-fb2a-8131-8a9a-c9666fe89c9d"
"2026-09-01","Duncan","牙醫先生牙醫","","推sorino/komax/asiga/detax
診所用過約一台3萬左右的列印機 報價detax後覺得現在的料價位偏高 告知case成本後會跟醫師討論","2026-09-01T12:42:00.000Z","3cedcdaa-fb2a-81ae-a155-c9c260c7037b"
"2026-09-01","Sam","雲起牙體技術所","","推lunar外染色。考慮一下。","2026-09-01T11:28:00.000Z","3cedcdaa-fb2a-81f0-b514-cf4755a77611"
"2026-09-01","Gus","瑪騰牙體技術所","","約定交機時間，老闆預計10月初交集，有詢問洗淨機、電腦能否先送到技所，詢問公司後回覆","2026-09-01T11:28:00.000Z","3cedcdaa-fb2a-8193-9f10-d5ab3ae9a931"
"2026-09-01","Gus","麗瓷牙體技術所","","與老闆介紹m1、m2，目前會在跟其他廠商車機比較看看，有詢問是否需要試車，老闆表示有請致臻代工過，知道品質不錯
關心叫貨，叫貨磨石、pin釘一組","2026-09-01T11:28:00.000Z","3cedcdaa-fb2a-8115-9535-e806b9c3cca8"
"2026-09-01","Gus","明輝牙體技術所","","推lunar compo，技師有挖取一點試用，待追蹤
lunar外染技師覺得不錯，不過目前庫存太多了，用完會在添購","2026-09-01T11:28:00.000Z","3cedcdaa-fb2a-812e-8c64-e19b195b220f"
"2026-09-01","Gus","宸暘牙體技術所","","推9/12、及10月活動課程，目前技所還是使用傳統活動製程，對於課程有興趣，會在看一下時間","2026-09-01T11:28:00.000Z","3cedcdaa-fb2a-8101-b599-f816227aa841"
"2026-09-01","Gus","格藝牙體技術所","","推9/12課程，已遞送dm，老闆會在考慮看看
關心叫貨，目前沒特別需要","2026-09-01T11:28:00.000Z","3cedcdaa-fb2a-8195-8637-f99ea974f2cf"
"2026-09-01","Gus","小王子牙醫診所","","處理黑豹換貨，醫師今日在另一間診所，醫師想試用其他黑豹，下週二中午與sorino deno一同進行","2026-09-01T11:28:00.000Z","3cedcdaa-fb2a-81c5-a21e-e1354c01c059"
"2026-09-01","Gus","固立鑫牙體技術所","","推活動課程，老闆會在考慮看看
關心叫貨，老闆表示近期材料商bioplast有漲價，比較下來我們比較便宜，目前還有兩三包，用完會在叫貨","2026-09-01T11:28:00.000Z","3cedcdaa-fb2a-81b5-9213-f27fe935a175"
"2026-09-01","Amy","豐達牙體技術所","","與老闆娘和技師打招呼，關心下週六比色課程報名狀況，回覆已有使用習慣的比色軟體，分享10/18數位活動義齒課程資訊","2026-09-01T11:04:00.000Z","3cedcdaa-fb2a-8126-b239-ffb945e60eb9"
"2026-09-01","Amy","德霖牙體技術所","","提供booster內染筆試用，關心列印機需求，目前Case還是石膏模居多，協助訂購Panther","2026-09-01T11:04:00.000Z","3cedcdaa-fb2a-8175-b71d-d472d300ba90"
"2026-09-01","Amy","璞之御美學有限公司","","遞送對帳單，介紹Rosetta玻璃陶瓷和LUNAR外染劑，提供GLAZE試用","2026-09-01T11:04:00.000Z","3cedcdaa-fb2a-8139-85d2-c6fc71adee25"
"2026-09-01","Amy","日顏美牙體技術所","","遞送Model樹酯和料槽，展示經理MAI車削的Rosetta Sample ，關心玻璃陶瓷訂購，等候Sample燒結後再決定顏色","2026-09-01T11:04:00.000Z","3cedcdaa-fb2a-8109-bfab-e6501c401062"
"2026-09-01","Amy","品家牙體技術所","","遞送玻璃陶瓷，提供LUNAR Glaze 試用","2026-09-01T11:04:00.000Z","3cedcdaa-fb2a-81c2-9e04-f19078469acf"
"2026-09-01","Amy","亞特牙體技術所","","關心booster內染液與鋯塊、耗材訂購，老闆外出比色，帶Ray認識技師與老闆娘，說明技所平時訂購材料","2026-09-01T11:04:00.000Z","3cedcdaa-fb2a-81af-b6d9-c49ded92de0e"
"2026-09-01","Hank","好日牙醫診所","","之前跟總經理來介紹過 電子面弓 這次來推ASIGA detax
診所是還有空間可以放 但林院長 考慮到還要請技師 所以還需要再考慮看看 宜蘭這邊請技師較不容易 還是習慣跟技工所配合 但日後如果有要規劃 再考慮","2026-09-01T10:56:00.000Z","3cedcdaa-fb2a-811a-932a-f0e6a32d0eaa"
"2026-09-01","Hank","易宏牙醫診所","","之前有來推薦過Ko max 這次推ASIGA detax  有看了列印樣品 目前都是給牙技所做 所以先參考而已 不確定未來採購時間","2026-09-01T10:56:00.000Z","3cedcdaa-fb2a-81f6-8194-d7015387522f"
"2026-09-01","Hank","雲天牙醫診所","","新開的診所 推ASIGA detax 櫃檯說他們是連鎖的 可能之後去跟總公司採購推薦會比較有用 先留DM再轉交給採購","2026-09-01T10:56:00.000Z","3cedcdaa-fb2a-816f-8b17-e61d573a7eb9"
"2026-09-01","Hank","順源牙醫","","推Rosetta 搭配 Lunar
游技師說目前已經少用玻璃陶瓷了 但是染膏可以試用看看 但最近比較用不到 有Case再送過來試用","2026-09-01T10:56:00.000Z","3cedcdaa-fb2a-8107-8ab4-f375df9b2aaf"
"2026-09-01","Hank","松禾牙體技術所","","推ZZ染色筆及Lunar
老闆覺得染色筆這類型的產品他用不習慣 沒在使用
Lunar 蠻有興趣 原本要留給老闆試用 老闆之前去韓國就有買4-5罐了
有告知老闆目前是崧達在代理
如果用得不錯 可以直接跟我們叫貨
等老闆回覆習慣用的玻璃陶瓷 透度 色號 再申請試用","2026-09-01T10:56:00.000Z","3cedcdaa-fb2a-81de-aabe-f182df0b5502"
"2026-09-01","Hank","宜合牙體技術所","","收回兩台吸塵器 維修
有一台剛才修好2-3個月
推ZZ 染色筆及Lunar
技師說會給老闆參考看看","2026-09-01T10:56:00.000Z","3cedcdaa-fb2a-81e1-b8c7-fb3b3f144d6b"
