code,name,city,district,tech,trainee,head,phone,stage,url
"2Y01150081","啟元牙體技術所","台北市","士林區","0","1","1","28319258","","https://app.notion.com/p/335dcdaafb2a81a1b4faf9aaeef51a7c"
"2Y32010576","佳立牙體技術所","桃園市","桃園區","1","0","1","0900-366590","","https://app.notion.com/p/335dcdaafb2a81229a01fc629af8b22f"
"2Y32100217","旭德牙體技術所","桃園市","平鎮區","0","1","1","03-4589117","","https://app.notion.com/p/335dcdaafb2a8152833fe00b50e1a2b6"
"2Y32010076","銓泰牙體技術所","桃園市","桃園區","0","1","1","03-3616731","","https://app.notion.com/p/335dcdaafb2a8183a670f49d7d2cbf51"
"2Y32020278","利鑫牙體技術所","桃園市","中壢區","1","0","1","0922780725","","https://app.notion.com/p/335dcdaafb2a8101a6fec6a678278f4e"
"2Y32010334","浩新牙體技術所","桃園市","桃園區","0","1","1","3613549","","https://app.notion.com/p/335dcdaafb2a81e8bbebce13750fe4d4"
"2Y34010136","微美牙體技術所","宜蘭縣","宜蘭市","1","0","1","0980728947","","https://app.notion.com/p/335dcdaafb2a81b6b8afde83d71fa3a9"
"2Y31020514","金匠牙體技術所","新北市","三重區","0","1","1","02-89855257","","https://app.notion.com/p/335dcdaafb2a8128bd66f9cec39cedaf"
"2Y32020170","信美牙體技術所","桃園市","中壢區","0","1","1","03-3752575","","https://app.notion.com/p/335dcdaafb2a818485bcf98979c804e9"
"2Y12050010","美學苑牙體技術所","新竹市","香山區","0","1","1","03-5398919","","https://app.notion.com/p/335dcdaafb2a8112b75ffae9c27f1319"
"2Y31010250","銳齊牙體技術所","新北市","板橋區","0","1","1","02-2954-6834","","https://app.notion.com/p/335dcdaafb2a816693c5df3e600e9111"
"2Y31030047","鴻達牙體技術所","新北市","永和區","0","1","1","02-29224061","","https://app.notion.com/p/335dcdaafb2a81799777c7f010aed136"
"2Y01090188","良德牙體技術所","台北市","大同區","0","1","1","02-25556707","","https://app.notion.com/p/335dcdaafb2a811bbac4ef1ce4f5cfa5"
"2Y12040032","博旺牙體技術所","新竹市","北區","1","0","1","03-5332179","","https://app.notion.com/p/335dcdaafb2a81c0b9afdfa3a03848a0"
"2Y31020434","馥群數位牙體技術所","新北市","三重區","0","1","1","02-2981-8021","","https://app.notion.com/p/335dcdaafb2a812597e4d4d26921353c"
"2Y31140155","士林牙體技術所","新北市","蘆洲區","0","1","1","(02)22812600","","https://app.notion.com/p/335dcdaafb2a81fe8c72f8914c6bb517"
"2Y32020161","宗亦牙體技術所","桃園市","中壢區","0","1","1","4382767","","https://app.notion.com/p/335dcdaafb2a8124b51ee628c648cf72"
"2Y32080238","富育牙體技術所","桃園市","八德區","1","0","1","03-3667990、0925060192","","https://app.notion.com/p/335dcdaafb2a816d8b61d967acc0bcdf"
"2Y31130097","名玉牙體技術所","新北市","土城區","1","0","1","02-22648285","","https://app.notion.com/p/335dcdaafb2a8188a4a2eefd078bff19"
"2Y34060010","耀明牙體技術所","宜蘭縣","壯圍鄉","1","0","1","0932359527","","https://app.notion.com/p/335dcdaafb2a81e091f8db32f5eb5dd2"
"2Y32010236","惠民牙體技術所","桃園市","桃園區","1","0","1","03-3692449","","https://app.notion.com/p/335dcdaafb2a8152a8a6f4591df27f41"
"2Y31060018","三茂牙體技術所","新北市","新莊區","1","0","1","29979821","","https://app.notion.com/p/335dcdaafb2a81ababf7c615f4a8c15e"
"2Y01020168","拇山數位牙體技術所","台北市","大安區","1","0","1","02-27380700","","https://app.notion.com/p/335dcdaafb2a81ed91a4d1d8f8731e54"
"2Y32100173","彩奕牙體技術所","桃園市","平鎮區","0","1","1","03-2810072","","https://app.notion.com/p/335dcdaafb2a812589aced3c88af66a3"
"2Y01010162","自有光數位牙體技術所","台北市","松山區","1","0","1","0916567153","","https://app.notion.com/p/335dcdaafb2a81e7805ae06245ec2caf"
"2Y31010278","宏大牙體技術所","新北市","板橋區","0","1","1","02-2960-8800","","https://app.notion.com/p/335dcdaafb2a815b938cf63a0620593d"
"2Y12040096","南光創意牙體技術所","新竹市","北區","0","1","1","035366069","","https://app.notion.com/p/335dcdaafb2a81d1a72ec7a5ef3dfb83"
"2Y32100182","竑益牙體技術所","桃園市","平鎮區","1","0","1","03-4580896","","https://app.notion.com/p/335dcdaafb2a81fdb396c94ec97b5652"
"2Y31040114","儒佳牙體技術所","新北市","中和區","1","0","1","0229400238","","https://app.notion.com/p/335dcdaafb2a81a2a745e858febeeb80"
"2Y32020125","謝禎龍牙體技術所","桃園市","中壢區","0","1","1","","","https://app.notion.com/p/335dcdaafb2a818391b6e2abec51aabb"
"2Y32020232","橙山數位牙體技術所","桃園市","中壢區","1","0","1","0938956639","","https://app.notion.com/p/335dcdaafb2a8151b76de0d82b5ed439"
"2Y32010414","雲樂牙體技術所","桃園市","桃園區","1","0","1","（03）3311223","","https://app.notion.com/p/335dcdaafb2a8166af23fb7cf5ac3733"
"2Y01180105","域上牙體技術所","台北市","中正區","1","0","1","0911945606","","https://app.notion.com/p/335dcdaafb2a81699546defb6b7ee915"
"2Y31060223","尚宇牙體技術所","新北市","新莊區","0","1","1","29072770","","https://app.notion.com/p/335dcdaafb2a81519a8ccd4c05518025"
"2Y31010152","鴻大牙體技術所","新北市","板橋區","0","1","1","02-2968-2302","","https://app.notion.com/p/335dcdaafb2a8182a8d6d13b24d86e56"
"2Y32100226","齒度牙體技術所","桃園市","平鎮區","1","0","1","(03)4606749","","https://app.notion.com/p/335dcdaafb2a81d19991cfbd7cde839b"
"2Y32080069","極太牙體技術所","桃園市","八德區","0","1","1","03-3754673","","https://app.notion.com/p/335dcdaafb2a81a69acef2d66ced2475"
"2Y31080029","宏達牙體技術所","新北市","鶯歌區","0","1","1","02-26775734","","https://app.notion.com/p/335dcdaafb2a81718933c73e5984af2f"
"2Y32060021","璞實牙體技術所","桃園市","大園區","1","0","1","03-3864308","","https://app.notion.com/p/335dcdaafb2a818f92abdc9b79511532"
"2Y32010585","致臻牙體技術所","桃園市","桃園區","1","0","1","0963-136606","","https://app.notion.com/p/395dcdaafb2a81919ac9f0ec2f6fdd36"
"2Y32100208","上承牙體技術所","桃園市","平鎮區","0","1","1","03-4933735","","https://app.notion.com/p/335dcdaafb2a81adb244c97b1a7e9fe6"
"2Y31060358","富鴻牙體技術所","新北市","新莊區","1","0","1","02-22040088","","https://app.notion.com/p/335dcdaafb2a81e2a630cfd2f79db50a"
"2Y34100037","三興牙體技術所","宜蘭縣","三星鄉","1","0","1","03-9894186","","https://app.notion.com/p/335dcdaafb2a81eba4ccd3127c8e7e9a"
"2Y31030065","大展牙體技術所","新北市","永和區","0","1","1","02-29263232","","https://app.notion.com/p/335dcdaafb2a8108a1d6c24c007484be"
"2Y32010432","湯瑪仕牙體技術所","桃園市","桃園區","1","0","1","0985490108","","https://app.notion.com/p/335dcdaafb2a8136ac94e2570316597a"
"2Y01120038","偉展牙體技術所","台北市","南港區","0","1","1","27850928","","https://app.notion.com/p/335dcdaafb2a81cab852ddbc29c98b53"
"2Y31090016","建陽牙體技術所","新北市","三峽區","0","1","1","02-26738733","","https://app.notion.com/p/335dcdaafb2a8146aae8f769d3b90c53"
"2Y31010090","耀升牙體技術所","新北市","板橋區","0","1","1","02-29693396","","https://app.notion.com/p/335dcdaafb2a81e692ebd9cf20a73cca"
"2Y32080050","弘安牙體技術所","桃園市","八德區","0","1","1","03-3774339","","https://app.notion.com/p/335dcdaafb2a811fa8a6f5aecacaf64b"
"2Y31010205","泓宇牙體技術所","新北市","板橋區","0","1","1","02-82595699","","https://app.notion.com/p/335dcdaafb2a814fb301f9516bef2d83"
"2Y32010601","時年牙體技術所","桃園市","桃園區","1","0","1","0908-683319","","https://app.notion.com/p/395dcdaafb2a8161b228d0126e76edbf"
"2Y32010352","明元牙體技術所","桃園市","桃園區","1","0","1","033778462","","https://app.notion.com/p/335dcdaafb2a81f0a43fdb69b1466ba5"
"2Y31040418","奈丘牙體技術所","新北市","中和區","1","0","1","0987567234","","https://app.notion.com/p/335dcdaafb2a8158b3e1d1ba3c684082"
"2Y31140191","品臻牙體技術所","新北市","蘆洲區","0","1","1","02-82828384","","https://app.notion.com/p/335dcdaafb2a81fba3f7db43b0f95e32"
"2Y31020327","碧新牙體技術所","新北市","三重區","0","1","1","02-8981-2808","","https://app.notion.com/p/335dcdaafb2a8195b9a9cb6758e6e9dd"
"2Y32100155","海鐸牙體技術所","桃園市","平鎮區","0","1","1","03-2813900","","https://app.notion.com/p/335dcdaafb2a81ecbb68d7b1d012bcd0"
"2Y32050025","弘泰牙體技術所","桃園市","蘆竹區","0","1","1","03-3530705","","https://app.notion.com/p/335dcdaafb2a81f5a7fdc3b8b97ed6b2"
"2Y31020050","良美牙體技術所","新北市","三重區","0","1","1","0921456123","","https://app.notion.com/p/335dcdaafb2a8185a5cef1f3cb3ea3a0"
"2Y31140271","藝鼎牙體技術所","新北市","蘆洲區","1","0","1","(02)82860308","","https://app.notion.com/p/335dcdaafb2a812d8a6fed56f4ae1b7f"
"2Y01170083","旭青牙體技術所","台北市","信義區","0","1","1","02-27612089","","https://app.notion.com/p/335dcdaafb2a8140a2ade99d950e5b99"
"2Y31020210","時代牙體技術所","新北市","三重區","0","1","1","02-22012200","","https://app.notion.com/p/335dcdaafb2a8179a70ee1bfff1c8db4"
"2Y32040136","廣福牙體技術所","桃園市","楊梅區","1","0","1","03-2821318","","https://app.notion.com/p/335dcdaafb2a8107896ad9d095155e41"
"2Y32020090","駿騰牙體技術所","桃園市","中壢區","0","1","1","4340406","","https://app.notion.com/p/335dcdaafb2a81ccbde6dd3529f1804c"
"2Y31040089","祐祥牙體技術所","新北市","中和區","1","0","1","02-22288268","","https://app.notion.com/p/335dcdaafb2a818c9ba1d519908796b3"
"2Y32010227","固本牙體技術所","桃園市","桃園區","0","1","1","03-3615624","","https://app.notion.com/p/335dcdaafb2a81408633e653daf96d76"
"2Y31010330","良威牙體技術所","新北市","板橋區","0","1","1","(02) 2257-2899","","https://app.notion.com/p/335dcdaafb2a8149b0f1eba02cc077e4"
"2Y31010376","上好牙體技術所","新北市","板橋區","0","1","1","02-22520041","","https://app.notion.com/p/335dcdaafb2a819fa915da12ff7f5da9"
"2Y31150044","冠宏牙體技術所","新北市","五股區","0","1","1","02-22925551","","https://app.notion.com/p/335dcdaafb2a815bbe15fa90adba0177"
"2Y31020612","朋堉牙體技術所","新北市","三重區","0","1","1","0939-678127","","https://app.notion.com/p/335dcdaafb2a811bb00fd71b4ad7afe9"
"2Y31010063","正豐牙體技術所","新北市","板橋區","0","1","1","02-2951-4408","","https://app.notion.com/p/335dcdaafb2a816092bfffc7d0f442c8"
"2Y31130042","全冠牙體技術所","新北市","土城區","0","1","1","22642052","","https://app.notion.com/p/335dcdaafb2a810198ccdf402d899752"
"2Y32010487","微美數位牙體技術所","桃園市","桃園區","1","0","1","0970506282","","https://app.notion.com/p/335dcdaafb2a8118be93e9b73c48ec1a"
"2Y32050034","上格牙體技術所","桃園市","蘆竹區","1","0","1","03-3234493","","https://app.notion.com/p/335dcdaafb2a8166b5bef796d7cf2849"
"2Y01150134","富昌牙體技術所","台北市","士林區","1","0","1","0936511008","","https://app.notion.com/p/335dcdaafb2a81638d4ed83a98d9ad8a"
"2Y31040221","立大牙體技術所","新北市","中和區","0","1","1","0222259308","","https://app.notion.com/p/335dcdaafb2a816cb9b7fb52cd3f1b2f"
"2Y32030041","全佑牙體技術所","桃園市","大溪區","0","1","1","033887357","","https://app.notion.com/p/335dcdaafb2a81eca22fca1f8ddea684"
"2Y32010147","保時潔牙體技術所","桃園市","桃園區","0","1","1","","","https://app.notion.com/p/335dcdaafb2a81d19467e244903d7c3e"
"2Y01170056","詠程牙體技術所","台北市","信義區","0","1","1","27590090","","https://app.notion.com/p/335dcdaafb2a81379cbef98b2ac94e8b"
"2Y32100075","兆盈牙體技術所","桃園市","平鎮區","0","1","1","02-25182562","","https://app.notion.com/p/335dcdaafb2a814187a2e46a69012be8"
"2Y01150054","全德牙體技術所","台北市","士林區","0","1","1","02-28766178","","https://app.notion.com/p/335dcdaafb2a81148f8af476520b4f15"
"2Y31030225","天驥牙體技術所","新北市","永和區","1","0","1","0222318182","","https://app.notion.com/p/335dcdaafb2a8191a64ac95bcd13c8f3"
"2Y31010232","名采牙體技術所","新北市","板橋區","0","1","1","02-29535520","","https://app.notion.com/p/335dcdaafb2a81219254c9b4c3c57cef"
"2Y31060410","宜世數位牙體技術所","新北市","新莊區","0","1","1","02-26762508","","https://app.notion.com/p/335dcdaafb2a81adb4a1e7a4ad10b022"
