row,source_code,source_name,source_address,status,score,name_score,address_score,phone_score,notion_name,notion_address,previous_owner,notion_page_id,second_name,second_score
"111","247017","許新發","新北市蘆洲區民生街50號4樓","matched_update","1.040","1.000","1.000","1.000","許新發","新北市蘆洲區民生街50號4樓","Sam","397dcdaa-fb2a-8181-a9d5-d5d02409137e","新發牙體技術所","0.496"
"112","247018","上揚技工所","台北市重慶北路3段278-2號3樓","matched_update","0.878","1.000","0.700","0.000","上揚牙體技術所","臺北市大同區重慶北路3段278-2號3樓","小郭","335dcdaa-fb2a-81e1-b276-df391d320919","上允企業社","0.393"
"113","247019","弘安齒模技工所","新北市蘆洲區民族路148巷5號1樓","matched_update","0.960","1.000","1.000","0.000","弘安齒模牙體技術所","新北市蘆洲區民族路148巷5號1樓","Sam","336dcdaa-fb2a-81da-9e89-d6e3633dd287","弘安牙醫診所","0.827"
"114","247027","品劼齒科技工所","新北市蘆洲區中山一路282號7F","skipped_review","0.687","0.620","0.550","1.000","品劼牙體技術所","新北市蘆洲區中山一路282號7樓","Sam","335dcdaa-fb2a-81a5-8c01-faad0225169c","森齒研牙體技術所","0.413"
"115","247029","豫品牙體技術有限公司","新北市蘆洲區永安南路2段30巷6號","matched_update","0.960","1.000","1.000","0.000","豫品牙體技術有限公司","新北市蘆洲區永安南路2段30巷6號","Sam","336dcdaa-fb2a-8166-a7a0-e50d199b2ee3","寶喬牙體技術工作室","0.427"
"116","247034","心業牙體技術所","新北市蘆洲區長安街285巷3號7F","matched_update","0.907","1.000","0.550","1.000","心業牙體技術所","新北市蘆洲區長安街285巷3號7樓","Sam","335dcdaa-fb2a-816f-95cc-ed8becc2bbff","蕓心牙醫診所","0.350"
"117","247038","新達牙體技術所","新北市蘆洲區永安南路2段94號","matched_update","1.033","1.000","0.920","1.000","新達牙體技術所","新北市蘆洲區永安南路二段94號1樓","Sam","335dcdaa-fb2a-8158-9fd0-e45ccc211e68","旭新牙醫診所","0.350"
"118","247040","興鴻牙體技術所","新北市蘆洲區環堤大道176號1樓","matched_update","0.980","1.000","1.000","0.000","興鴻牙體技術所","新北市蘆洲區環堤大道176號1樓","Sam","335dcdaa-fb2a-81ec-9235-cf27df9720fd","龍興牙體技術所","0.350"
"119","251010","榮興牙體技術所(李家文先生)","新北市淡水區北新路72號2樓","skipped_review","0.702","0.520","1.000","0.000","榮興牙體技術所","新北市淡水區北新路72號2樓","Sam","335dcdaa-fb2a-81c1-b9ef-ca80e5b7ebda","成泰數位牙體技術所","0.247"
"120","260001","德藝牙體技術所","宜蘭市中山路2段179巷30號","matched_update","1.033","1.000","0.920","1.000","德藝牙體技術所","宜蘭縣宜蘭市中山路二段179巷30號1樓、2樓","Sam","335dcdaa-fb2a-8136-a453-e5465f1597db","德藝牙醫診所","0.640"
"121","260029","揚明齒技工所","宜蘭縣宜蘭市自強新路2號","matched_update","0.829","0.787","0.920","0.000","揚明牙體技術所","宜蘭縣宜蘭市自強新路2號3樓","Sam","335dcdaa-fb2a-81a0-874f-f96416656f2d","耀明牙體技術所","0.292"
"122","260030","林小茂","宜蘭縣宜蘭市舊城南路4巷28號","matched_update","0.960","1.000","1.000","0.000","林小茂","宜蘭縣宜蘭市舊城南路4巷28號","Sam","336dcdaa-fb2a-8174-80ea-e034810b2995","茂恩牙體技術所","0.685"
"123","261001","億祥技工所","宜蘭縣頭城鎮青雲路2段321號","matched_update","1.040","1.000","1.000","1.000","億祥牙體技術所","宜蘭縣頭城鎮青雲路2段321號","Sam","33cdcdaa-fb2a-81d8-ac94-ed2154d9ce9b","宏祥牙體技術所","0.350"
"124","262003","永固牙體技術所","宜蘭縣礁溪鄉龍泉路250號","matched_update","0.980","1.000","1.000","0.000","永固牙體技術所","宜蘭縣礁溪鄉龍泉路250號","Sam","335dcdaa-fb2a-8180-9e61-cb13e4c338d5","永安牙醫診所","0.350"
"125","264004","宏祥技工所","宜蘭縣員山鄉惠深一路41號","matched_update","1.060","1.000","1.000","1.000","宏祥牙體技術所","宜蘭縣員山鄉惠深一路41號","PAUL","335dcdaa-fb2a-8152-93e6-c61f50376164","瑞祥牙醫診所","0.350"
"126","264006","牙藝陶齒研製工作室","宜蘭縣員山鄉頭份村6鄰44號之6","matched_update","0.960","1.000","1.000","0.000","牙藝陶齒研製工作室","宜蘭縣員山鄉頭份村6鄰44號之6","Sam","336dcdaa-fb2a-8117-9853-f9cc24cec588","華勝齒科研製所","0.308"
"127","264010","陳文在先生","宜蘭縣員山鄉永和村中和路22號","matched_update","0.960","1.000","1.000","0.000","陳文在先生","宜蘭縣員山鄉永和村中和路22號","Sam","336dcdaa-fb2a-8146-a4e7-d3def2ed333c","陳先生","0.303"
"128","268003","鴻文牙體技術所","宜蘭縣五結鄉國民南路6-2號","skipped_review","0.720","1.000","0.000","1.000","鴻文牙體技術所","宜蘭縣五結鄉五結村國民南路6之2號","Sam","335dcdaa-fb2a-8106-9c0d-e6b19fa355d9","鴻文牙醫診所","0.350"
"129","300002","永旭牙體技術所(飛皇)","新竹市北區竹光路78巷11弄2號","skipped_review","0.500","0.620","0.000","1.000","永旭牙體技術所","新竹市北區文雅里竹光路78巷11弄2號1樓","Sam","335dcdaa-fb2a-8176-9c5b-dfb99533f262","峰皇牙醫診所","0.253"
"130","300005","喬恩牙體技術所","新竹市光復路1段531巷76之1號","skipped_review","0.640","1.000","0.000","0.000","喬恩牙體技術所","新竹市東區仙水里光復路一段531巷72之2號1樓","Sam","335dcdaa-fb2a-8142-96be-c50d3fbd529d","慈恩牙體技術所","0.350"
"131","300025","非凡技工所","新竹市東大路2段198號3樓","matched_update","0.958","1.000","0.700","1.000","非凡牙體技術所","新竹市北區東大路二段198號3樓","小郭","335dcdaa-fb2a-8127-aeee-ede85c9a684a","非凡牙醫診所","0.350"
"132","300033","宏月技工所","新竹市東南街143巷52號","matched_update","0.958","1.000","0.700","1.000","宏月牙體技術所","新竹市東區東南街143巷52號","小郭","335dcdaa-fb2a-812d-b223-d97a678b309f","宏昌牙醫診所","0.350"
"133","300054","慶昇牙體技術所","新竹市明湖路213巷23弄8之1號","skipped_review","0.720","1.000","0.000","1.000","慶昇牙體技術所","新竹市東區新光里明湖路213巷23弄8-1號2樓","Sam","335dcdaa-fb2a-81db-b69f-e4caf880f170","傑聖牙體技術所","0.380"
"134","300059","協和牙體技術所","新竹市延平路1段23巷7號","matched_update","0.938","1.000","0.700","1.000","協和牙體技術所","新竹市北區延平路1段23巷7號","Sam","397dcdaa-fb2a-8142-bcc9-f8c9df169123","和美牙體技術所","0.517"
"135","300060","陳先生(桃園)","桃園市長春路35號6樓之6","skipped_review","0.541","0.453","0.700","0.000","陳先生","桃園市桃園區長春路35號6樓之6","Sam","336dcdaa-fb2a-8192-b003-c2013552702b","桃園一日誠臻牙醫診所","0.318"
"136","300067","立新牙體技術所","新竹市延平路1段317巷83弄11號","matched_update","0.938","1.000","0.700","1.000","立新牙體技術所","新竹市北區延平路1段317巷83弄11號","Sam","397dcdaa-fb2a-815f-a3d2-e4e5bf65aae8","新研牙體技術所","0.350"
"137","302017","雅德思牙醫診所","新竹縣竹北市莊敬南路162號","skipped_review","0.771","0.549","0.920","1.000","雅德思植牙美學牙醫診所","新竹縣竹北市莊敬南路162號1樓及2樓","Sam","335dcdaa-fb2a-818b-b7d1-f177096ba699","雅德思牙醫診所","0.350"
"138","303007","永成技工所(張永堂先生)","新竹縣湖口鄉中正路1段263巷6弄11號","skipped_review","0.682","0.520","1.000","0.000","永成牙體技術所","新竹縣湖口鄉中正路1段263巷6弄11號","Sam","336dcdaa-fb2a-8159-9668-ecb1424750a8","昇陽牙醫診所","0.247"
"139","303008","金順牙體技術所(張先生)","新竹縣湖口鄉八德路1段366巷26號","matched_update","0.836","0.787","1.000","0.000","金順牙體技術所","新竹縣湖口鄉八德路1段366巷26號","Sam","336dcdaa-fb2a-8184-ba84-c8bccc3c4ef6","天主教仁慈醫療財團法人仁慈醫院","0.060"
"140","303010","豪成科技股份有限公司","新竹縣湖口鄉新竹工業區工業五路1號","matched_update","0.960","1.000","1.000","0.000","豪成科技股份有限公司","新竹縣湖口鄉新竹工業區工業五路1號","Sam","336dcdaa-fb2a-814e-88af-ce116c6bc6dc","豪成牙體技術所","0.420"
"141","304003","施皓瀚","新竹縣新豐鄉民安街62號6樓","matched_update","0.960","1.000","1.000","0.000","施皓瀚","新竹縣新豐鄉民安街62號6樓","Sam","336dcdaa-fb2a-8183-8e73-c5b4891aa5a3","皓品牙醫診所","0.292"
"142","305005","牙德齒模技工所","新竹縣新埔鎮田新里9鄰信義二街29巷5號","matched_update","1.060","1.000","1.000","1.000","牙德牙體技術所","新竹縣新埔鎮田新里9鄰信義二街29巷5號","小郭","335dcdaa-fb2a-8189-9b4c-f44c8ca0014d","樹德牙醫診所","0.350"
"143","308001","吳培任先生","新竹市寶山鄉大崎村愛迪生路23巷7號","matched_update","0.960","1.000","1.000","0.000","吳培任先生","新竹市寶山鄉大崎村愛迪生路23巷7號","Sam","336dcdaa-fb2a-8107-b063-d6469b66ed50","吳慧琳牙醫診所","0.253"
"144","310003","合春技工所","新竹縣竹東鎮金福街3巷1號","matched_update","0.960","1.000","1.000","0.000","合春牙體技術所","新竹縣竹東鎮金福街3巷1號","Sam","336dcdaa-fb2a-81f8-b93b-f6ee51bda7c0","長春牙醫診所","0.350"
"145","320002","正典技工所","桃園市平鎮區建明路1段269巷2弄2號","matched_update","1.060","1.000","1.000","1.000","正典牙體技術所","桃園市平鎮區建明路1段269巷2弄2號","小郭","335dcdaa-fb2a-81dd-9550-e838b854071d","正大牙醫診所","0.350"
"146","320005","信安牙體技術所(中壢)","桃園市中壢區松平路228巷8號","matched_update","0.812","0.620","0.920","1.000","信安牙體技術所","桃園市中壢區松平路228巷8號1樓","Sam","335dcdaa-fb2a-81e4-b1b1-f5a624b13c8b","信安牙醫診所","0.420"
"147","320008","廖永楷牙醫診所","桃園市中壢區廣明路119號","matched_update","1.033","1.000","0.920","1.000","廖永楷牙醫診所","桃園市中壢區廣明路119號1樓","Sam","335dcdaa-fb2a-816e-812e-e2d75b34fcde","國華牙材","0.353"
"148","320012","啟鈺技工所","桃園市中壢區新生路三段381號
桃園市中壢區新生路三段381號
桃園市中壢區新生路三段381號
桃園市中壢區新生路三段381號","matched_update","0.827","1.000","0.550","0.000","啟鈺牙體技術所","桃園市中壢區新生路三段381號1樓","Sam","335dcdaa-fb2a-81d1-a7b6-e1d3d5252100","國華牙材","0.353"
"149","320015","上品杏林牙醫診所","桃園縣中壢市民族路41號(星期二.四下午送貨)","matched_update","0.827","1.000","0.550","0.000","上品杏林牙醫診所","桃園市中壢區民族路41號1至2樓","Sam","335dcdaa-fb2a-8190-a220-ceb8f9a3c58f","上林牙醫診所","0.447"
"150","320019","格拉斯牙體技術所","桃園市桃園區復興路180號6樓E室","matched_update","1.040","1.000","1.000","1.000","格拉斯牙體技術所","桃園市桃園區復興路180號6樓E室","Sam","33cdcdaa-fb2a-8148-81b8-c53e5100fcc0","上格牙體技術所","0.292"
"151","320020","麗雅牙體技術所","桃園市中壢區龍昌路216巷1號","matched_update","0.960","1.000","1.000","0.000","麗雅牙體技術所","桃園市中壢區龍昌路216巷1號","Sam","336dcdaa-fb2a-81b6-867c-c281849ff8d5","國華牙材","0.353"
"152","320021","永毅牙體技術所(蔡先生)","桃園市中壢區中華路2段288之2號3F","matched_update","0.836","0.787","1.000","0.000","永毅牙體技術所","桃園市中壢區中華路2段288之2號3F","Sam","336dcdaa-fb2a-81f6-bd87-f42352c2c158","國華牙材","0.353"
"153","320023","宋雲徵醫師","桃園市中壢區元化路64號","matched_update","0.960","1.000","1.000","0.000","宋雲徵醫師","桃園市中壢區元化路64號","Sam","336dcdaa-fb2a-8133-9daf-e3def987689e","精英牙醫診所","0.453"
"154","320024","維思登牙醫診所","桃園市中壢區高鐵站前西路1段206號","matched_update","1.033","1.000","0.920","1.000","維思登牙醫診所","桃園市中壢區高鐵站前西路1段206號1樓及2樓","Sam","335dcdaa-fb2a-8199-a4a9-ea8236f30507","國華牙材","0.353"
"155","320027","天成醫院","桃園市中壢區民權路175號","skipped_review","0.640","1.000","0.000","0.000","天成醫院","桃園市楊梅區中山北路一段三五六號","Sam","335dcdaa-fb2a-819d-b4c1-efeaebf28716","國華牙材","0.353"
"156","320028","新當代牙醫診所","桃園市中壢區民權路175號","matched_update","0.907","1.000","0.550","1.000","新當代牙醫診所","桃園市中壢區民權路175、177號1-2樓","Sam","335dcdaa-fb2a-816c-957e-f31e9c397a90","當代牙醫診所","0.516"
"157","320029","翔隆齒研牙體技術所","桃園市中壢區榮民南路578巷98弄8號","matched_update","1.033","1.000","0.920","1.000","翔隆齒研牙體技術所","桃園市中壢區榮民南路578巷98弄8號4樓","Sam","335dcdaa-fb2a-81c2-9312-c968158c44ea","國華牙材","0.353"
"158","320032","精英牙醫診所","桃園市中壢區元化路64號","matched_update","1.033","1.000","0.920","1.000","精英牙醫診所","桃園市中壢區元化路64號1樓及2樓","Sam","335dcdaa-fb2a-817f-8a35-f0076248eda5","宋雲徵醫師","0.380"
"159","320033","澄品牙醫診所","桃園市中壢區慈惠三街119號","matched_update","1.033","1.000","0.920","1.000","澄品牙醫診所","桃園市中壢區慈惠三街119號1-2樓","Sam","335dcdaa-fb2a-8108-ba06-c082fe830bf6","元化澄品牙醫診所","0.420"
"160","320034","澄心牙醫診所","桃園市中壢區環中東路29號","matched_update","0.907","1.000","0.550","1.000","澄心牙醫診所","桃園市中壢區環中東路291號1樓","Sam","335dcdaa-fb2a-8136-9bbf-eab9dd2c5b7d","國華牙材","0.353"
"161","320037","曜澄技工所","桃園市中壢區龍岡路三段243巷73弄1號","matched_update","0.980","1.000","1.000","0.000","曜澄牙體技術所","桃園市中壢區龍岡路三段243巷73弄1號","小郭","335dcdaa-fb2a-81f9-819d-df42252f375c","國華牙材","0.353"
"162","320040","格林牙醫診所","桃園市中壢區慈惠三街130號","matched_update","1.033","1.000","0.920","1.000","格林牙醫診所","桃園市中壢區慈惠三街130號1-2樓","Sam","335dcdaa-fb2a-81f2-a8d6-d2ae05434407","國華牙材","0.353"
"163","324003","富川技工所","桃園市平鎮區龍安路6巷6號","matched_update","1.040","1.000","1.000","1.000","富川牙體技術所","桃園市平鎮區龍安路6巷6號","Sam","33cdcdaa-fb2a-81a2-b861-df2122410da6","富育牙體技術所","0.350"
"164","324006","新光牙體技術所(陳先生)","桃園市中壢區大圳路2段193巷68號","matched_update","0.836","0.787","1.000","0.000","新光牙體技術所","桃園市中壢區大圳路2段193巷68號","Sam","336dcdaa-fb2a-8136-aa55-f0271b834393","睿騏牙體技術所","0.453"
"165","324007","中壢技工所","桃園市平鎮區金陵路2段81巷22號","matched_update","0.960","1.000","1.000","0.000","中壢牙體技術所","桃園市平鎮區金陵路2段81巷22號","Sam","336dcdaa-fb2a-8162-8eaa-d4b0693069cb","中壢雲天牙醫診所","0.420"
"166","324009","名揚技工所(陳貴宗先生)","桃園縣平鎮市福林里5鄰39號","skipped_review","0.580","0.520","0.700","0.000","名揚牙體技術所","桃園市平鎮區福林里5鄰39號","Sam","336dcdaa-fb2a-814f-9988-f7e04b44ef68","名揚牙醫診所","0.362"
"167","324011","巨昌精密陶齒製作中心","桃園市平鎮區德育路2段366號","matched_update","0.960","1.000","1.000","0.000","巨昌精密陶齒製作中心","桃園市平鎮區德育路2段366號","Sam","336dcdaa-fb2a-81ca-b342-ea06b5c71b88","巨昌牙體技術所","0.638"
"168","324012","金星技工所","桃園市平鎮區南安路65號","matched_update","1.040","1.000","1.000","1.000","金星牙體技術所","桃園市平鎮區南安路65號","Sam","33cdcdaa-fb2a-8109-bd62-c8b73846a0ea","金彧牙體技術所","0.350"
"169","324014","佳美精密陶齒工作室","桃園市平鎮市文化街236巷7弄11號","matched_update","0.858","1.000","0.700","0.000","佳美精密陶齒工作室","桃園市平鎮區文化街236巷7弄11號","Sam","336dcdaa-fb2a-81a2-8b1e-eb902cf8e687","佳美牙體技術所","0.590"
"170","324015","信成技工所","桃園市平鎮區湧光路292巷3號","matched_update","1.033","1.000","0.920","1.000","信成牙體技術所","桃園市平鎮區湧光路292巷3號2樓","Sam","335dcdaa-fb2a-8143-b411-f97272967dc4","信安牙體技術所","0.350"
"171","324016","正一牙科齒模工作室(盧永森先生)","桃園市平鎮區天津街150巷28弄7號","matched_update","0.781","0.691","1.000","0.000","正一牙科齒模工作室","桃園市平鎮區天津街150巷28弄7號","Sam","336dcdaa-fb2a-811a-9588-cc83746007ca","齡雅牙科牙醫診所","0.271"
"172","324018","捷安技工所(傅穗舟先生)","桃園縣平鎮市東豐路528巷1弄12號","skipped_review","0.580","0.520","0.700","0.000","捷安牙體技術所","桃園市平鎮區東豐路528巷1弄12號","Sam","336dcdaa-fb2a-81a7-8715-fc63d93d2173","傅牙醫診所","0.246"
"173","324019","科藝數位牙體美學中心(劉先生)","桃園市平鎮區廣達街87巷15弄1號","matched_update","0.977","1.029","1.000","0.000","科藝數位牙體美學中心","桃園市平鎮區廣達街87巷15弄1號","Sam","336dcdaa-fb2a-81af-ab48-fe247fb56066","福安牙科牙體技術中心","0.316"
"174","324020","裕鑫牙體技術所","桃園市平鎮區復興街25號","matched_update","0.953","1.000","0.920","0.000","裕鑫牙體技術所","桃園市平鎮區復興街25號1樓","Sam","335dcdaa-fb2a-81d5-bf1b-db62301b161c","鑫隆牙體技術所","0.350"
"175","324022","睿騏牙體技術所","桃園市中壢區大圳路2段193巷68號","matched_update","0.953","1.000","0.920","0.000","睿騏牙體技術所","桃園市中壢區大圳路2段193巷68號1樓","Sam","335dcdaa-fb2a-8154-870d-df701fe0af8c","新光牙體技術所","0.380"
"176","324024","潔明牙醫診所","桃園市平鎮區和平路33號","matched_update","1.060","1.000","1.000","1.000","潔明牙醫診所","桃園市平鎮區和平路33號","小郭","335dcdaa-fb2a-8155-a70a-c80af12e70ae","潔明牙體技術所","0.620"
"177","324025","嚼品牙體技術所(吳先生)","桃園市平鎮區振興西路40號1樓","matched_update","0.836","0.787","1.000","0.000","嚼品牙體技術所","桃園市平鎮區振興西路40號1樓","Sam","336dcdaa-fb2a-8184-a9ae-f1a68ffc0a18","澄品牙醫診所","0.292"
"178","324027","辰新數位齒研中心","桃園市平鎮區育達路2段98號","matched_update","0.960","1.000","1.000","0.000","辰新數位齒研中心","桃園市平鎮區育達路2段98號","Sam","336dcdaa-fb2a-8103-b26c-edb9bfdc195b","杏美齒研科技中心","0.330"
"179","325007","若思威牙體技術所","桃園市龍潭區中興路63巷14弄1街4號","matched_update","0.953","1.000","0.920","0.000","若思威牙體技術所","桃園市龍潭區中興路63巷14弄1街4號1樓","Sam","335dcdaa-fb2a-81a2-a51e-d22eca298ad4","吉思牙醫診所","0.292"
"180","326002","翰齡技工所(葉先生)","桃園市楊梅區梅獅路2段151號2樓","matched_update","0.836","0.787","1.000","0.000","翰齡牙體技術所","桃園市楊梅區梅獅路2段151號2樓","Sam","336dcdaa-fb2a-8175-ae18-ecad4a2a8182","翰齡牙體技術所","0.596"
"181","326004","兆亨牙體技術所","桃園市中壢區中山東路二段556號","matched_update","0.953","1.000","0.920","0.000","兆亨牙體技術所","桃園市中壢區中山東路二段556號2樓","Sam","335dcdaa-fb2a-81e4-ab6b-c00bbd7fde54","百亨牙體技術所","0.430"
"182","326007","台豐技工所","桃園市楊梅區裕成路158巷13號","matched_update","0.953","1.000","0.920","0.000","台豐牙體技術所","桃園市楊梅區裕成路158巷13號1樓","Sam","335dcdaa-fb2a-8111-93c7-e157096b2442","永豐牙體技術所","0.350"
"183","326014","百亨牙體技術所","桃園市楊梅區青山五街10巷11號","matched_update","1.033","1.000","0.920","1.000","百亨牙體技術所","桃園市楊梅區青山五街10巷11號1樓","Sam","335dcdaa-fb2a-8181-b893-c8cbb8a10c0d","兆亨牙體技術所","0.350"
"184","328002","仁和牙科技工所","桃園縣觀音鄉崙坪村忠愛路3段230號","skipped_review","0.638","0.620","0.700","0.000","仁和牙科牙體技術所","桃園市觀音區崙坪里忠愛路3段230號","Sam","336dcdaa-fb2a-8191-8302-e1e8bcf6f513","仁和牙醫診所","0.350"
"185","328004","鴻興牙體技術所","桃園市觀音區中正路293巷2號","matched_update","1.040","1.000","1.000","1.000","鴻興牙體技術所","桃園市觀音區中正路293巷2號","Sam","397dcdaa-fb2a-8146-84cc-db50821b6de5","興安牙醫診所","0.350"
"186","330001","新生牙體技術所","桃園市八德區豐成街58號","matched_update","0.953","1.000","0.920","0.000","新生牙體技術所","桃園市八德區豐成街58號4樓","Sam","335dcdaa-fb2a-8182-a508-de1319873044","新生牙醫診所","0.640"
"187","330002","康瓷美牙體技術所","桃園市南平路468號2樓","matched_update","0.827","1.000","0.550","0.000","康瓷美牙體技術所","桃園市桃園區南平路468號3樓","Sam","335dcdaa-fb2a-81c9-aedb-caeb20e0e441","康潔美牙醫診所","0.447"
"188","330004","軒笠技工所","桃園市三和街53巷3之3號(按5樓電鈴)","matched_update","0.938","1.000","0.700","1.000","軒笠牙體技術所","桃園市桃園區三和街53巷3之3號(按5樓電鈴)","Sam","33cdcdaa-fb2a-811c-95a8-eef209474804","樂軒牙醫診所","0.350"
"189","330005","永新技工所(桃園)","桃園市樹林四街97巷2之1號1樓","skipped_review","0.638","0.620","0.700","0.000","永新牙體技術所","桃園市桃園區樹林四街97巷2之1號1樓","Sam","336dcdaa-fb2a-8163-add6-c2f944cef320","桃園一日誠臻牙醫診所","0.292"
"190","330006","大安技工所","桃園市泰山街47巷24號","matched_update","0.938","1.000","0.700","1.000","大安牙體技術所","桃園市桃園區泰山街47巷24號","","33cdcdaa-fb2a-815c-9b6d-cf6440c97e79","大安牙醫診所","0.640"
"191","330007","源昇技工所","桃園市昆明路138巷30號","matched_update","0.958","1.000","0.700","1.000","源昇牙體技術所","桃園市桃園區昆明路138巷30號","小郭","335dcdaa-fb2a-815d-96ac-cfd87fd781e6","昇璜牙體技術所","0.350"
"192","330008","精美技工所","桃園市永安北路445巷1號","matched_update","0.858","1.000","0.700","0.000","精美技工所","桃園市桃園區永安北路445巷1號","","396dcdaa-fb2a-806f-86aa-f9209a052b09","臻美牙醫診所","0.537"
"193","330010","佳仁技工所","桃園市民生路153之1號2樓","matched_update","0.938","1.000","0.700","1.000","佳仁牙體技術所","桃園市桃園區民生路153之1號2樓","Sam","33cdcdaa-fb2a-81e4-bd5d-c9e5bea1ca2c","佳立牙體技術所","0.350"
"194","330012","名流陶齒技術中心","桃園市介壽路310號7樓之2","matched_update","0.858","1.000","0.700","0.000","名流陶齒技術中心","桃園市桃園區介壽路310號7樓之2","Sam","336dcdaa-fb2a-810b-a429-c6b0828a409f","名流牙體技術所","0.593"
"195","330013","祥展牙體技術所(建泰)","桃園市春日路302號","skipped_review","0.587","0.620","0.550","0.000","祥展牙體技術所","桃園市桃園區春日路302號","Sam","336dcdaa-fb2a-81d5-903f-c8e54112c40f","弘泰牙體技術所","0.253"
"196","330014","藝品技工所","桃園市昆明路138巷28號","matched_update","0.938","1.000","0.700","1.000","藝品牙體技術所","桃園市桃園區昆明路138巷28號","Sam","33cdcdaa-fb2a-81f8-b036-f38b7c43f73a","藝品牙醫診所","0.640"
"197","330015","昶勝牙體技術所(金典)","桃園市大明街55號","skipped_review","0.687","0.620","0.550","1.000","昶勝牙體技術所","桃園市桃園區大明街55號1樓","Sam","335dcdaa-fb2a-819a-8f5e-d6d7731509ca","昶勝牙體技術所","0.587"
"198","330016","源聚技工所","桃園市大溪區中華路394號","matched_update","1.040","1.000","1.000","1.000","源聚牙體技術所","桃園市大溪區中華路394號","Sam","33cdcdaa-fb2a-81ee-bf42-de2fdb175b6e","源昇牙體技術所","0.350"
"199","330020","晟生技工所","桃園市龜山區明興街114巷13弄2號1樓","matched_update","1.060","1.000","1.000","1.000","晟生牙體技術所","桃園市龜山區明興街114巷13弄2號1樓","小郭","335dcdaa-fb2a-8117-a785-fa2084a1e13c","新生牙體技術所","0.350"
"200","330022","正鈺技工所","桃園市國強二街221號10樓","matched_update","0.938","1.000","0.700","1.000","正鈺牙體技術所","桃園市桃園區國強二街221號10樓","Sam","33cdcdaa-fb2a-8191-a57e-f40bcfcf266b","啟鈺牙體技術所","0.350"
"201","330025","廣益牙體技術所","桃園市龍泉一街91號2F","matched_update","0.907","1.000","0.550","1.000","廣益牙體技術所","桃園市桃園區龍泉一街91號2樓","Sam","335dcdaa-fb2a-8195-8839-ec1752d57082","廣福牙體技術所","0.350"
"202","330027","周絜萍小姐","桃園市永安路423巷13號3樓","matched_update","0.858","1.000","0.700","0.000","周絜萍小姐","桃園市桃園區永安路423巷13號3樓","Sam","336dcdaa-fb2a-8128-afdf-cc90a06a69da","周道牙醫診所","0.292"
"203","330028","民富技工所","桃園市民富二街68號7樓","matched_update","0.958","1.000","0.700","1.000","民富牙體技術所","桃園市桃園區民富二街68號7樓","小郭","335dcdaa-fb2a-8189-bf0a-ccaba18074a6","惠民牙體技術所","0.350"
"204","330033","精工牙體技術所(劉先生)","桃園市興一街53號","skipped_review","0.683","0.787","0.550","0.000","精工牙體技術所","桃園市桃園區興一街53號","Sam","336dcdaa-fb2a-81a1-b751-f4ff897328e9","精品牙醫診所","0.292"
"205","330035","鴻冠科技股份有限公司","桃園市玉山街214號","matched_update","0.807","1.000","0.550","0.000","鴻冠科技股份有限公司","桃園市桃園區玉山街214號","Sam","336dcdaa-fb2a-8186-bca1-fd75e1f5e06c","榮樺科技股份有限公司","0.330"
"206","330045","眾心生物科技股份有限公司","桃園市慈文路59號1樓","matched_update","0.858","1.000","0.700","0.000","眾心生物科技股份有限公司","桃園市桃園區慈文路59號1樓","Sam","336dcdaa-fb2a-81ae-a1fd-ef70e7082f6e","光弘生醫科技股份有限公司","0.330"
"207","330047","保時潔技工所","桃園市德壽二街3號","matched_update","0.827","1.000","0.550","0.000","保時潔牙體技術所","桃園市桃園區德壽二街3號","小郭","335dcdaa-fb2a-81d1-9467-e244903d7c3e","時年牙體技術所","0.292"
"208","330050","惠民牙體技術所","桃園市上海路42號","matched_update","0.907","1.000","0.550","1.000","惠民牙體技術所","桃園市桃園區上海路42號1樓","Sam","335dcdaa-fb2a-8152-a8a6-f4591df27f41","惠民牙醫診所","0.640"
"209","330051","劉名翔先生","桃園市秀山路118號1樓","matched_update","0.858","1.000","0.700","0.000","劉名翔先生","桃園市桃園區秀山路118號1樓","Sam","336dcdaa-fb2a-81e9-8bd8-c2b6fa58801b","名流牙體技術所","0.292"
"210","330052","禾康技工所","桃園市同安街406號7F","matched_update","0.958","1.000","0.700","1.000","禾康牙體技術所","桃園市桃園區同安街406號7F","小郭","335dcdaa-fb2a-81a8-a0ef-ffe1f4dfd012","禾康牙醫診所","0.640"
"211","330053","美瓷牙體技術所(璩先生)","桃園市莊敬路1段371號14F之2","matched_update","0.783","0.787","0.550","1.000","美瓷牙體技術所","桃園市桃園區莊敬路1段371號14樓之2","Sam","335dcdaa-fb2a-81be-b7c7-f879dc74db11","信美牙體技術所","0.292"
"212","330054","林仲豪先生","桃園市大業路2段252號","matched_update","0.938","1.000","0.700","1.000","林仲豪先生","桃園市桃園區大業路2段252號","Sam","397dcdaa-fb2a-81f5-b61b-e52dbd465bc8","上林牙醫診所","0.292"
"213","330055","浩新牙體技術所(蕭先生)","桃園市青田街161號1樓","skipped_review","0.754","0.787","0.700","0.000","浩新牙體技術所","桃園市桃園區青田街161號1樓","Sam","336dcdaa-fb2a-81a8-8f54-fb2816c34e98","浩新牙體技術所","0.516"
"214","330056","風采矯正牙醫診所","桃園市中山路888號","skipped_review","0.430","0.500","0.000","1.000","風采美學牙醫診所","桃園市桃園區中正路888號1樓、2樓及890號2樓","Sam","335dcdaa-fb2a-813a-af4a-dc5971424e26","正典牙體技術所","0.253"
