code,name,city,district,tech,trainee,head,phone,address,sp,url
"2Y32010076","銓泰牙體技術所","桃園市","桃園區","0","1","1","03-3616731","桃園市桃園區玉山街212巷14弄12號1樓","","https://app.notion.com/p/335dcdaafb2a8183a670f49d7d2cbf51"
"2Y32100217","旭德牙體技術所","桃園市","平鎮","0","1","1","03-4589117","桃園市平鎮區金龍路190巷97號1樓","","https://app.notion.com/p/335dcdaafb2a8152833fe00b50e1a2b6"
"2Y32010576","佳立牙體技術所","桃園市","桃園區","1","0","1","0900-366590","桃園市桃園區大同路201號1樓","","https://app.notion.com/p/335dcdaafb2a81229a01fc629af8b22f"
"2Y01150081","啟元牙體技術所","台北市","士林區","0","1","1","28319258","臺北市士林區士東路132號3樓","","https://app.notion.com/p/335dcdaafb2a81a1b4faf9aaeef51a7c"
"2Y34010154","茂恩牙體技術所","宜蘭縣","宜蘭市","0","1","1","0922396818","宜蘭縣宜蘭市舊城南路4巷28號3樓","","https://app.notion.com/p/335dcdaafb2a811ba61ec45ddacc36b0"
"2Y31010214","立煒牙體技術所","新北市","板橋區","0","1","1","02-8968-3138","新北市板橋區中正路216巷54號4樓","","https://app.notion.com/p/335dcdaafb2a811ca2ebfca4e493b606"
"2Y01120083","雅美潔牙體技術所","台北市","南港區","1","0","1","0911500389","臺北市南港區忠孝東路7段545號1樓","","https://app.notion.com/p/335dcdaafb2a81d0a23edf9fe5cfb415"
"2Y32080247","尚橙牙體技術所","桃園市","八德區","1","0","1","0902168870","桃園市八德區大福街70號1樓","","https://app.notion.com/p/335dcdaafb2a813d8c28fd2484d608ab"
"2Y32090010","心合牙體技術所","桃園市","龍潭區","1","0","1","0933961044","桃園市龍潭區仁愛街39號1樓","","https://app.notion.com/p/335dcdaafb2a81428087d34614b0e320"
"2Y01180070","無模牙體技術所","台北市","中正區","1","0","1","26272130","臺北市中正區延平南路70號8樓之3","","https://app.notion.com/p/335dcdaafb2a816c8308dcb5094b06be"
"2Y01020239","老王牙體技術所","台北市","大安區","1","0","1","27327955","臺北市大安區和平東路3段22號10樓之1","","https://app.notion.com/p/335dcdaafb2a816db3e8c3d730b40034"
"2Y31150080","良品牙體技術所","新北市","五股區","0","1","1","0908773227","新北市五股區新城一路76號13樓","","https://app.notion.com/p/335dcdaafb2a81a08b9ef2a7f521eb64"
"2Y32100253","凡平牙體技術所","桃園市","平鎮","1","0","1","03-4689333、0905185759","桃園市平鎮區新榮路38號4樓","","https://app.notion.com/p/335dcdaafb2a818dbd40fd84f7b4b1ce"
"2Y31130088","萬能牙體技術所","新北市","土城區","0","1","1","0919419353","新北市土城區中正路9號1樓","","https://app.notion.com/p/335dcdaafb2a81428400feccb89e653f"
"2Y32030050","勇昕牙體技術所","桃園市","大溪區","0","1","1","03-3882499","桃園市大溪區中華路218號1樓","","https://app.notion.com/p/335dcdaafb2a81908e08e40e5b8e3aa9"
"2Y32020063","憶順牙體技術所","桃園市","中壢區","0","1","1","4383178","桃園市中壢區華愛一街39巷13號","","https://app.notion.com/p/335dcdaafb2a814d8ac1e3990f7b9708"
"2Y31040427","杉采牙體技術所","新北市","中和區","1","0","1","0227921057","新北市中和區連城路267號2樓之2","","https://app.notion.com/p/335dcdaafb2a817486b1dc0da7a40e40"
"2Y12040078","精品牙體技術所","新竹市","北區","0","1","1","03-5318877","新竹市北區民富里西大路688巷1號","","https://app.notion.com/p/335dcdaafb2a81d6b816fcac4bd4cce2"
"2Y31140084","豫品牙體技術所","新北市","蘆洲區","0","1","1","02-22815761","新北市蘆洲區和平路19巷6號1樓","","https://app.notion.com/p/335dcdaafb2a81ae988cf31446f8534c"
"2Y32010110","美瓷牙體技術所","桃園市","桃園區","1","0","1","3161135","桃園市桃園區莊敬路1段371號14樓之2","","https://app.notion.com/p/335dcdaafb2a81beb7c7f879dc74db11"
"2Y01100358","元弘牙體技術所","台北市","中山區","0","1","1","02-24520565","臺北市中山區復興北路342號6樓之1","","https://app.notion.com/p/335dcdaafb2a81918321fe67a496912c"
"2Y31070069","利昌牙體技術所","新北市","樹林區","1","0","1","0931869869","新北市樹林區三福街85巷2-1號4樓","公司","https://app.notion.com/p/335dcdaafb2a813ca2e4eeffad5f1a7b"
"2Y31020149","佳良牙體技術所","新北市","三重區","0","1","1","02-2970-2345","新北市三重區福和街19號1樓","","https://app.notion.com/p/335dcdaafb2a81adbff4ea8976510a9f"
"2Y32010138","群益牙體技術所","桃園市","桃園區","0","1","1","03-3025011","桃園市桃園區富國路216巷85弄32號1樓","","https://app.notion.com/p/335dcdaafb2a8104ab72c5ee05d3efd7"
"2Y34060029","皪研牙體技術所","宜蘭縣","壯圍鄉","0","1","1","0930579226","宜蘭縣壯圍鄉古結路58-12號1樓","","https://app.notion.com/p/335dcdaafb2a81df8795df8ccd2b481c"
"2Y32010503","維斯牙體技術所","桃園市","桃園區","1","0","1","0920618344","桃園市桃園區永安路250巷15號1F","公司","https://app.notion.com/p/335dcdaafb2a81c39bb9c9a846d6a5fc"
"2Y32070081","昇璜牙體技術所","桃園市","龜山區","1","0","1","03-2133712","桃園市龜山區萬壽路二段1181號2樓","","https://app.notion.com/p/335dcdaafb2a814c9476c2b42ecde6e2"
"2Y32040118","千陽牙體技術所","桃園市","楊梅區","1","0","1","0989893804","桃園市楊梅區瑞坪路143巷22弄29號1樓","公司","https://app.notion.com/p/335dcdaafb2a81659e82d44fea840869"
"2Y31020194","神安牙體技術所","新北市","三重區","0","1","1","89852119","新北市三重區成功路104巷28號1樓","","https://app.notion.com/p/335dcdaafb2a81ceaddbf5f8dc2f3842"
"2Y31060287","諮園牙體技術所","新北市","新莊區","1","0","1","0927012721","新北市新莊區新泰路277巷54號1樓","","https://app.notion.com/p/335dcdaafb2a81f09f22f8fc3a5531d3"
"2Y32070116","德龍牙體技術所","桃園市","龜山區","1","0","1","（03）2132213","桃園市龜山區陸光路93號1樓","","https://app.notion.com/p/335dcdaafb2a81f5a1a3e3233e002f52"
"2Y31040034","寶星牙體技術所","新北市","中和區","0","1","1","0222231685","新北市中和區民享里１５鄰民享街９１-６號５樓","","https://app.notion.com/p/335dcdaafb2a812c9a7be4b9eba612c6"
"2Y31020014","紅石牙體技術所","新北市","三重區","0","1","1","(02)29714551","新北市三重區重陽路二段30號2樓","","https://app.notion.com/p/335dcdaafb2a817093e9cea9d865108e"
"2Y31040178","秀朗牙體技術所","新北市","中和區","0","1","1","0229496259","新北市中和區自立路58巷8號1樓","","https://app.notion.com/p/335dcdaafb2a81ffab69d8e367896eb1"
"2Y31060429","風華牙體技術所","新北市","新莊區","1","0","1","02","新北市新莊區中港路310號11樓","","https://app.notion.com/p/335dcdaafb2a81ed878bf7a6c444bd1f"
"2Y01020088","上恩牙體技術所","台北市","大安區","0","1","1","23250377","臺北市大安區和平東路2段223號2樓","","https://app.notion.com/p/335dcdaafb2a8120a817cf77a7ea8ef9"
"2Y32020287","凱途數位牙體技術所","桃園市","中壢區","1","0","1","0958343610","桃園市中壢區青心路212號16樓","","https://app.notion.com/p/335dcdaafb2a8186b50ded70351f64f0"
"2Y32080112","大明牙體技術所","桃園市","八德區","0","1","1","0910-055584","桃園市八德區豐德路118巷50號2樓","公司","https://app.notion.com/p/335dcdaafb2a816e8303cbb7745dd56d"
"2Y31140020","信美牙體技術所","新北市","蘆洲區","0","1","1","02-82816776","新北市蘆洲區復興路36號1樓","","https://app.notion.com/p/335dcdaafb2a817f847fc72f848ae9c2"
"2Y32100146","建誠牙體技術所","桃園市","平鎮","0","1","1","03-4577855","桃園市平鎮區龍泉街137巷101號1樓","","https://app.notion.com/p/335dcdaafb2a81b58681c0028137b945"
"2Y31010625","真美牙體技術所","新北市","板橋區","1","0","1","0930-576808","新北市板橋區三民路二段245巷2弄18之1號1樓","","https://app.notion.com/p/335dcdaafb2a815b97fedf10cc9c104c"
"2Y31040267","雅坊牙體技術所","新北市","中和區","0","1","1","02-2222-2900","新北市中和區民享街92巷9號1樓","","https://app.notion.com/p/335dcdaafb2a8185a98ff794e0d1b24a"
"2Y32010218","京巧牙體技術所","桃園市","桃園區","0","1","1","03-3345321","桃園市桃園區信義街24號1樓","","https://app.notion.com/p/335dcdaafb2a81bb9850f82d013c0933"
"2Y31010643","蒔美精研牙體技術所","新北市","板橋區","1","0","1","02-29603059、0930504728","新北市板橋區中正路216巷113號(1樓)","","https://app.notion.com/p/335dcdaafb2a81a98724f5d8c2ac995d"
"2Y01170118","雅鈦牙體技術所","台北市","信義區","0","1","1","87805770","臺北市信義區莊敬路423巷4弄3號","","https://app.notion.com/p/335dcdaafb2a81719e10f0139fa125d8"
"2Y31060198","苙騵牙體技術所","新北市","新莊區","0","1","1","22047045","新北市新莊區民安西路78巷4號2樓","","https://app.notion.com/p/335dcdaafb2a81b2b1c8fba3e7104879"
"2Y31010607","品欣牙體技術所","新北市","板橋區","1","0","1","02-29670095","新北市板橋區民權路202巷21弄8號(1樓)","","https://app.notion.com/p/335dcdaafb2a810085cce8d1c6cdb822"
"2Y32080130","宥熒牙體技術所","桃園市","八德區","0","1","1","03-3651827","桃園市八德區長興路493巷49弄48號1樓","","https://app.notion.com/p/335dcdaafb2a81f895ced12cc0fc4fed"
"2Y31010492","大豐牙體技術所","新北市","板橋區","1","0","1","(02) 29548057","新北市板橋區大豐街74號(1樓)","","https://app.notion.com/p/335dcdaafb2a81ff8018ce8f55b0d8d2"
"2Y31010027","佑昇牙體技術所","新北市","板橋區","1","0","1","02-2271-0686","新北市板橋區新生街23巷1弄6號5櫻","","https://app.notion.com/p/335dcdaafb2a8110bfc0f16f96c57f38"
"2Y32020134","金川牙體技術所","桃園市","中壢區","0","1","1","03-4639342","桃園市中壢區榮民路97巷7號1樓","","https://app.notion.com/p/335dcdaafb2a810286d5f585cf44a738"
"2Y32010254","大眾牙體技術所","桃園市","桃園區","0","1","1","03-3327533","桃園市桃園區民光路90號1樓","","https://app.notion.com/p/335dcdaafb2a81cbb46fcba81863cc2e"
"2Y31030261","蕎惟數位牙體技術所","新北市","永和區","1","0","1","29262968","新北市永和區成功路一段69號(1樓)","","https://app.notion.com/p/335dcdaafb2a81fe8e5dd97647429771"
"2Y32100066","嘉榮牙體技術所","桃園市","平鎮","1","0","1","03-4026820","桃園市平鎮區育達路85巷8弄39號1樓","","https://app.notion.com/p/335dcdaafb2a8149bbb8e69489a88a5a"
"2Y32080023","子騏牙體技術所","桃園市","八德區","0","1","1","","桃園市八德區仁德路250巷9號1樓","","https://app.notion.com/p/335dcdaafb2a8106bf6dd141696b9818"
"2Y31060330","蓁橙牙體技術所","新北市","新莊區","0","1","1","0989197804","新北市新莊區天祥街71巷15號3樓","","https://app.notion.com/p/335dcdaafb2a8190b260f5b5a82136a8"
"2Y31130051","詠慶牙體技術所","新北市","土城區","0","1","1","82623285","新北市土城區青山路5巷2號4樓","公司","https://app.notion.com/p/335dcdaafb2a813aaf4ce48285f9fb0b"
"2Y31150099","浩宇牙體技術所","新北市","五股區","0","1","1","0930702599","新北市五股區御史路1巷16號1樓","","https://app.notion.com/p/335dcdaafb2a8111b878c68c2909b0c1"
"2Y32020250","翔隆齒研牙體技術所","桃園市","中壢區","1","0","1","0911315841","桃園市中壢區榮民南路578巷98弄8號4樓","","https://app.notion.com/p/335dcdaafb2a81c29312c968158c44ea"
"2Y32010058","極品軒牙體技術所","桃園市","桃園區","0","1","1","03-3749727","桃園市桃園區德豐街20號1樓","","https://app.notion.com/p/335dcdaafb2a81019d93e210655ac835"
"2Y12040050","慈恩牙體技術所","新竹市","北區","0","1","1","03-5340266","新竹市北區湳中里湳中街68巷5號1樓","","https://app.notion.com/p/335dcdaafb2a810899b5eeed56adde2c"
"2Y31010107","玉采牙體技術所","新北市","板橋區","1","0","1","02-8251-0255","新北市板橋區漢生西路163號1樓","","https://app.notion.com/p/335dcdaafb2a8195939af7feefade5ba"
"2Y31060492","有豐牙體技術所","新北市","新莊區","0","1","1","0","新北市新莊區中正路726之7號1樓","","https://app.notion.com/p/335dcdaafb2a81369ff0e1138e101d33"
"2Y32100093","巨昌牙體技術所","桃園市","平鎮","0","1","1","03-4581688","桃園市平鎮區德育路2段366號1樓","","https://app.notion.com/p/335dcdaafb2a8147ad88d48f528803e8"
"2Y32070018","德寶牙體技術所","桃園市","龜山區","0","1","1","03-3295095","桃園市龜山區萬壽路二段904號2樓","","https://app.notion.com/p/335dcdaafb2a81408cb6cb75799a00fc"
"2Y31020363","宏富牙體技術所","新北市","三重區","0","1","1","(02)2986-0889","新北市三重區三和路三段167巷1號4樓","","https://app.notion.com/p/335dcdaafb2a81ce932ec16255928fba"
"2Y31140235","昀家牙體技術所","新北市","蘆洲區","1","0","1","0933655919","新北市蘆洲區永平街32巷21弄20號5樓","","https://app.notion.com/p/335dcdaafb2a81eda1dde4300e7e1177"
"2Y31080074","樂活牙體技術所","新北市","鶯歌區","0","1","1","86606000","新北市鶯歌區永智街31號1樓","","https://app.notion.com/p/335dcdaafb2a81eeb505f101287a84e9"
"2Y31140360","天美牙體技術所","新北市","蘆洲區","0","1","1","2848-3007","新北市蘆洲區長安街49巷8弄7號1樓","","https://app.notion.com/p/335dcdaafb2a81f7a78bd5e5d807a9f9"
"2Y32100039","裕鑫牙體技術所","桃園市","平鎮","0","1","1","03-4912068","桃園市平鎮區復興街25號1樓","","https://app.notion.com/p/335dcdaafb2a81d5bf1bdb62301b161c"
"2Y31010474","仁皓仁耀牙體技術所","新北市","板橋區","1","0","1","(02) 2960-1185、0982-910915","新北市板橋區金門街49之1號2樓","","https://app.notion.com/p/335dcdaafb2a81d182b3e4d3d460c4aa"
"2Y31080065","奇恩牙體技術所","新北市","鶯歌區","0","1","1","86780527","新北市鶯歌區文化路234號1樓","","https://app.notion.com/p/335dcdaafb2a817bab97e3e32438e451"
"2Y31070050","高銘牙體技術所","新北市","樹林區","0","1","1","86885818","新北市樹林區三福街121巷1號1樓","","https://app.notion.com/p/335dcdaafb2a8154aaccc88afeaa6c2e"
"2Y31080047","鉅承牙體技術所","新北市","鶯歌區","0","1","1","02-26786820","新北市鶯歌區福安街32巷22號2樓","","https://app.notion.com/p/335dcdaafb2a8122abcfdb1d5be08a9c"
